Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category,resume_text_clean,skills_clean
R001270,"Education: Trade School Experience: 4 years Skills: Technical Knowledge, Problem Solving, Angular, Safety, SEO, Plumbing Systems, Code Knowledge, NoSQL",Trade School,4,Technical Knowledge|Problem Solving|Angular|Safety|SEO|Plumbing Systems|Code Knowledge|NoSQL|Strategic Planning|Customer Service,Plumber,Skilled Trades,education trade school experience 4 years skills technical knowledge problem solving angular safety seo plumbing systems code knowledge nosql,"['technical knowledge', 'problem solving', 'angular', 'safety', 'seo', 'plumbing systems', 'code knowledge', 'nosql', 'strategic planning', 'customer service']"
R001271,"Education: Bachelor's in Creative Writing Experience: 2 years Skills: Go, Creativity, Research, Attention to Detail, Database Design, Writing, Storytelling, Communication",Bachelor's in Creative Writing,2,Go|Creativity|Research|Attention to Detail|Database Design|Writing|Storytelling|Communication,Writer,Entertainment & Media,education bachelor s in creative writing experience 2 years skills go creativity research attention to detail database design writing storytelling communication,"['go', 'creativity', 'research', 'attention to detail', 'database design', 'writing', 'storytelling', 'communication']"
R001272,"Education: Bachelor's in Engineering Experience: 2 years Skills: Technical Knowledge, Documentation, Negotiation, Project Management, Communication, Problem Solving, Coordination, Jenkins",Bachelor's in Engineering,2,Technical Knowledge|Documentation|Negotiation|Project Management|Communication|Problem Solving|Coordination|Jenkins,Project Engineer,Engineering & Manufacturing,education bachelor s in engineering experience 2 years skills technical knowledge documentation negotiation project management communication problem solving coordination jenkins,"['technical knowledge', 'documentation', 'negotiation', 'project management', 'communication', 'problem solving', 'coordination', 'jenkins']"
R001273,"Education: Certification Experience: 1 years Skills: Creativity, Confluence, Technical Skills, Editing, Lighting, Encryption, REST API, Storytelling",Certification,1,Creativity|Confluence|Technical Skills|Editing|Lighting|Encryption|REST API|Storytelling|Video Shooting|Adobe Creative Suite,Videographer,Media Production,education certification experience 1 years skills creativity confluence technical skills editing lighting encryption rest api storytelling,"['creativity', 'confluence', 'technical skills', 'editing', 'lighting', 'encryption', 'rest api', 'storytelling', 'video shooting', 'adobe creative suite']"
R001274,"Education: High School Experience: 4 years Skills: Decision Making, Scala, Office Management, Organization, Administrative Skills, Leadership, Communication, Problem Solving",High School,4,Decision Making|Scala|Office Management|Organization|Administrative Skills|Leadership|Communication|Problem Solving,Office Manager,Administration,education high school experience 4 years skills decision making scala office management organization administrative skills leadership communication problem solving,"['decision making', 'scala', 'office management', 'organization', 'administrative skills', 'leadership', 'communication', 'problem solving']"
R001275,"Education: Bachelor's in HR Experience: 5 years Skills: Flutter, Leadership, Process Management, Compliance, HR Systems, Data Analysis, Documentation, Problem Solving",Bachelor's in HR,5,Flutter|Leadership|Process Management|Compliance|HR Systems|Data Analysis|Documentation|Problem Solving,HR Operations Manager,Human Resources,education bachelor s in hr experience 5 years skills flutter leadership process management compliance hr systems data analysis documentation problem solving,"['flutter', 'leadership', 'process management', 'compliance', 'hr systems', 'data analysis', 'documentation', 'problem solving']"
R001276,"Education: Bachelor's in Computer Science Experience: 3 years Skills: P&L Management, Vue.js, HTML, JavaScript, Go, API Integration, Risk Assessment, Flutter",Bachelor's in Computer Science,3,P&L Management|Vue.js|HTML|JavaScript|Go|API Integration|Risk Assessment|Flutter|CSS|Vuex|Business Development,Vue Developer,Technology,education bachelor s in computer science experience 3 years skills p l management vue js html javascript go api integration risk assessment flutter,"['p&l management', 'vue.js', 'html', 'javascript', 'go', 'api integration', 'risk assessment', 'flutter', 'css', 'vuex', 'business development']"
R001277,"Education: Bachelor's in Finance Experience: 2 years Skills: Statistics, Business Development, Valuation, Redis, Penetration Testing, Deep Learning, Python, Excel",Bachelor's in Finance,2,Statistics|Business Development|Valuation|Redis|Penetration Testing|Deep Learning|Python|Excel|Android|Financial Modeling|Risk Analysis,Financial Analyst,Finance & Accounting,education bachelor s in finance experience 2 years skills statistics business development valuation redis penetration testing deep learning python excel,"['statistics', 'business development', 'valuation', 'redis', 'penetration testing', 'deep learning', 'python', 'excel', 'android', 'financial modeling', 'risk analysis']"
R001278,"Education: MBA Experience: 2 years Skills: Data Analysis, Communication, Ruby, Business Analysis, Process Improvement, Project Management, Problem Solving, Perl",MBA,2,Data Analysis|Communication|Ruby|Business Analysis|Process Improvement|Project Management|Problem Solving|Perl|Figma,Business Consultant,Consulting,education mba experience 2 years skills data analysis communication ruby business analysis process improvement project management problem solving perl,"['data analysis', 'communication', 'ruby', 'business analysis', 'process improvement', 'project management', 'problem solving', 'perl', 'figma']"
R001279,"Education: Apprenticeship Experience: 4 years Skills: Prototyping, Technical Skills, Hand Tools, Safety, Problem Solving, Azure, Carpentry, Precision",Apprenticeship,4,Prototyping|Technical Skills|Hand Tools|Safety|Problem Solving|Azure|Carpentry|Precision|Jira,Carpenter,Skilled Trades,education apprenticeship experience 4 years skills prototyping technical skills hand tools safety problem solving azure carpentry precision,"['prototyping', 'technical skills', 'hand tools', 'safety', 'problem solving', 'azure', 'carpentry', 'precision', 'jira']"
R001280,"Education: Bachelor's in Computer Science Experience: 0 years Skills: System Administration, Security Architecture, Bash, PostgreSQL, Flutter, Automation, Scrum, Shell Scripting",Bachelor's in Computer Science,0,System Administration|Security Architecture|Bash|PostgreSQL|Flutter|Automation|Scrum|Shell Scripting|Problem Solving|Machine Learning|Linux,Shell Script Developer,Technology,education bachelor s in computer science experience 0 years skills system administration security architecture bash postgresql flutter automation scrum shell scripting,"['system administration', 'security architecture', 'bash', 'postgresql', 'flutter', 'automation', 'scrum', 'shell scripting', 'problem solving', 'machine learning', 'linux']"
R001281,"Education: Equipment License Experience: 2 years Skills: Safety, Equipment Operation, Precision, Jira, Problem Solving, HTML, Attention to Detail, CI/CD",Equipment License,2,Safety|Equipment Operation|Precision|Jira|Problem Solving|HTML|Attention to Detail|CI/CD|NoSQL|Communication,Heavy Equipment Operator,Skilled Trades,education equipment license experience 2 years skills safety equipment operation precision jira problem solving html attention to detail ci cd,"['safety', 'equipment operation', 'precision', 'jira', 'problem solving', 'html', 'attention to detail', 'ci/cd', 'nosql', 'communication']"
R001282,"Education: Bachelor's in Graphic Design Experience: 0 years Skills: Go, Design Software, Critical Thinking, Adobe Creative Suite, Visual Communication, Creativity, SQL, Branding",Bachelor's in Graphic Design,0,Go|Design Software|Critical Thinking|Adobe Creative Suite|Visual Communication|Creativity|SQL|Branding|Attention to Detail|PHP,Graphic Designer,Creative & Design,education bachelor s in graphic design experience 0 years skills go design software critical thinking adobe creative suite visual communication creativity sql branding,"['go', 'design software', 'critical thinking', 'adobe creative suite', 'visual communication', 'creativity', 'sql', 'branding', 'attention to detail', 'php']"
R001283,"Education: Bachelor's in Safety Engineering Experience: 2 years Skills: Mentoring, Communication, Web Design, Risk Assessment, Leadership, Prototyping, Power BI, Problem Solving",Bachelor's in Safety Engineering,2,Mentoring|Communication|Web Design|Risk Assessment|Leadership|Prototyping|Power BI|Problem Solving|Regulatory Knowledge|Safety Management,Safety Engineer,Energy & Utilities,education bachelor s in safety engineering experience 2 years skills mentoring communication web design risk assessment leadership prototyping power bi problem solving,"['mentoring', 'communication', 'web design', 'risk assessment', 'leadership', 'prototyping', 'power bi', 'problem solving', 'regulatory knowledge', 'safety management']"
